time,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
0.282917,-0.419293,-0.243256,2.50678,-0.0817259,0.0693112,0.0681299,0.991905,-0.155019,0.149189,0.125548
0.292861,-0.418374,-0.244664,2.50604,-0.0800211,0.0714271,0.069999,0.991764,-0.151067,0.153482,0.129289
0.302845,-0.417385,-0.246092,2.50488,-0.0751456,0.0701828,0.0707764,0.992178,-0.141241,0.150472,0.131763
0.312877,-0.416402,-0.247357,2.50328,-0.0683669,0.065694,0.0714851,0.992925,-0.127984,0.140697,0.13471
0.322954,-0.415334,-0.248511,2.50118,-0.0611893,0.0588808,0.0733094,0.993687,-0.114128,0.126325,0.140057
0.33296,-0.414244,-0.249598,2.49863,-0.0554603,0.0513405,0.0766092,0.994193,-0.103225,0.110809,0.148079
0.342787,-0.412986,-0.250524,2.49572,-0.0521119,0.043769,0.0808135,0.994403,-0.0971622,0.0956164,0.157528
0.352899,-0.411874,-0.251493,2.49234,-0.0523008,0.0394494,0.0844068,0.994276,-0.0978723,0.0873874,0.165097
0.362947,-0.410845,-0.252464,2.48855,-0.0551212,0.0397056,0.0865358,0.99393,-0.103289,0.0885848,0.169109
0.372799,-0.409577,-0.253359,2.4843,-0.0581631,0.043825,0.0871933,0.993526,-0.108658,0.0973792,0.169775
0.382966,-0.408256,-0.254373,2.47972,-0.0609918,0.0520596,0.087225,0.992956,-0.113018,0.114274,0.168766
0.392844,-0.406743,-0.254913,2.4738,-0.0617164,0.0628808,0.0879168,0.992224,-0.112694,0.136055,0.169064
0.402845,-0.405477,-0.255546,2.46789,-0.0610051,0.0767836,0.0889402,0.991197,-0.108949,0.163798,0.170029
0.412815,-0.404239,-0.256151,2.4619,-0.0582974,0.0907174,0.0894426,0.990137,-0.101232,0.191237,0.170461
0.42286,-0.402799,-0.25697,2.45568,-0.0536912,0.101151,0.0881994,0.989498,-0.0905449,0.211215,0.168197
0.432884,-0.401227,-0.257608,2.44899,-0.0500965,0.107433,0.0864054,0.989183,-0.0826837,0.223044,0.164994
0.442874,-0.399451,-0.25812,2.44222,-0.0479803,0.108123,0.0843408,0.989391,-0.0787495,0.223912,0.161221
0.45293,-0.397318,-0.258493,2.43551,-0.0485476,0.103089,0.0836693,0.989957,-0.0807958,0.213858,0.159958
0.462983,-0.395083,-0.258337,2.42849,-0.0511184,0.0934153,0.0857622,0.990609,-0.0870117,0.195079,0.1642
0.472896,-0.392992,-0.258306,2.4215,-0.0573886,0.0814532,0.0880235,0.991122,-0.101087,0.172416,0.168415
0.482974,-0.390897,-0.258422,2.41333,-0.0661087,0.069564,0.0891658,0.991383,-0.120315,0.150283,0.17033
0.492968,-0.388665,-0.258311,2.40624,-0.0750091,0.0575366,0.0885449,0.991576,-0.140162,0.127734,0.169143
0.502861,-0.386392,-0.258363,2.39821,-0.0820818,0.0477277,0.0863755,0.991728,-0.156118,0.109062,0.165214
0.51288,-0.384257,-0.258038,2.38967,-0.0854797,0.0427791,0.0841941,0.991854,-0.163902,0.0994187,0.161193
0.522917,-0.381913,-0.257459,2.38084,-0.0834412,0.0409704,0.0842856,0.992096,-0.160066,0.0955041,0.161842
0.532911,-0.379489,-0.256768,2.37203,-0.0767417,0.0417556,0.0858983,0.992466,-0.14635,0.0962143,0.165612
0.543038,-0.376994,-0.256116,2.36323,-0.0671002,0.0442044,0.0873642,0.992931,-0.126491,0.0996731,0.169203
0.552972,-0.374534,-0.255075,2.35396,-0.0563665,0.0481536,0.088537,0.99331,-0.104223,0.105842,0.172271
0.562926,-0.371941,-0.254641,2.34537,-0.0478924,0.0506144,0.0883445,0.99365,-0.0868601,0.109265,0.172599
0.572828,-0.369509,-0.253724,2.33632,-0.0440663,0.0535913,0.0878642,0.993713,-0.0787576,0.114503,0.171865
0.582811,-0.366865,-0.252635,2.32736,-0.0466399,0.0552583,0.0877194,0.993517,-0.0836619,0.118258,0.171171
0.592895,-0.364087,-0.251079,2.31834,-0.0555207,0.0551601,0.0890728,0.992946,-0.101329,0.119719,0.172855
0.60289,-0.361374,-0.249622,2.30937,-0.0695514,0.053081,0.0911652,0.991985,-0.129575,0.118268,0.175607
0.612935,-0.358744,-0.247961,2.29968,-0.0839826,0.0487707,0.0934913,0.990872,-0.158984,0.112592,0.17917
0.622925,-0.355737,-0.246564,2.29164,-0.098827,0.039771,0.0955686,0.989706,-0.190062,0.0977683,0.183202
0.632784,-0.353032,-0.244692,2.28265,-0.10829,0.0294432,0.0971288,0.988925,-0.210675,0.0793537,0.187411
0.642892,-0.350394,-0.242807,2.27356,-0.109382,0.018072,0.0977901,0.989013,-0.214824,0.057171,0.190946
0.65288,-0.347642,-0.240724,2.26446,-0.100415,0.00654396,0.0975234,0.990133,-0.198988,0.0325502,0.193108
0.662904,-0.345026,-0.238526,2.2551,-0.0825564,-0.00181805,0.0973742,0.991816,-0.164874,0.0124717,0.194698
0.672965,-0.342404,-0.235769,2.24538,-0.0576669,-0.0058561,0.0983655,0.993461,-0.115992,-0.000290745,0.197399
0.683013,-0.339814,-0.233409,2.23559,-0.0302484,-0.00492917,0.0996692,0.994549,-0.0611882,-0.00377494,0.19988
0.692882,-0.337275,-0.231072,2.22579,-0.00417566,0.00103418,0.101251,0.994852,-0.00809903,0.0029033,0.202839
0.702896,-0.380117,-0.204837,2.28883,0.425542,0.173295,0.276813,0.843954,0.953657,0.0569448,0.663301
0.712942,-0.377917,-0.200713,2.28608,0.634048,0.257566,0.339006,0.645537,1.50717,-0.097509,0.875631
0.722825,-0.331081,-0.223323,2.20104,0.408236,0.186546,0.25839,0.855441,0.926528,0.108401,0.640871
0.732908,-0.326815,-0.221999,2.18993,0.2458,0.141955,0.200014,0.937777,0.553015,0.168718,0.468255
0.742835,-0.323849,-0.219835,2.18139,0.134881,0.117551,0.165028,0.969925,0.310608,0.184559,0.366037
0.752832,-0.320749,-0.217962,2.17351,0.0569381,0.103101,0.145278,0.982356,0.144849,0.18711,0.30726
0.762865,-0.35938,-0.174806,2.2344,0.423581,0.267002,0.250286,0.828641,1.03285,0.232555,0.719118
0.772961,-0.361378,-0.168277,2.2275,0.593223,0.340181,0.29269,0.668353,1.50565,0.107668,0.926424
0.782924,-0.362377,-0.164963,2.21766,0.668009,0.371367,0.3179,0.561061,1.73991,-0.00800114,1.02152
0.792848,-0.363249,-0.163423,2.20858,0.701481,0.38316,0.338588,0.496459,1.85357,-0.0947212,1.07101
0.803007,-0.364748,-0.163533,2.20049,0.715477,0.38269,0.365612,0.456036,1.89825,-0.175025,1.10786
0.812905,-0.303758,-0.199497,2.13458,0.451799,0.222499,0.312884,0.80528,1.05393,0.0756984,0.785236
0.822848,-0.299156,-0.197775,2.12654,0.266201,0.0914753,0.249228,0.926636,0.569612,0.0368477,0.536272
0.832908,-0.296755,-0.194503,2.11977,0.169455,0.00708008,0.204237,0.964117,0.336464,-0.0555945,0.40806
0.842965,-0.358502,-0.17737,2.17374,0.48711,0.151753,0.380918,0.771101,1.06562,-0.137497,0.836495
0.852888,-0.359486,-0.180474,2.17178,0.640821,0.219129,0.460501,0.573821,1.48283,-0.345551,1.03563
0.862921,-0.356963,-0.184013,2.16656,0.715718,0.247431,0.495442,0.425515,1.74114,-0.522009,1.10847
0.872823,-0.290743,-0.184196,2.09649,0.551567,0.0980019,0.388749,0.731467,1.17179,-0.289499,0.784132
0.882847,-0.287302,-0.182528,2.08825,0.421249,0.00584988,0.300087,0.855841,0.843397,-0.245261,0.56401
0.892858,-0.286009,-0.181176,2.08203,0.337177,-0.0426596,0.244823,0.908049,0.655641,-0.245015,0.443005
0.902881,-0.284966,-0.180296,2.076,0.281787,-0.0633087,0.214091,0.933141,0.539432,-0.241138,0.384092
0.912928,-0.284037,-0.180223,2.07051,0.238249,-0.0678159,0.197633,0.948462,0.451257,-0.224699,0.359082
0.922961,-0.28325,-0.180343,2.06485,0.197152,-0.0623852,0.188407,0.960074,0.370343,-0.195318,0.35086
0.93297,-0.282683,-0.180906,2.05902,0.153793,-0.0534522,0.182449,0.969641,0.286265,-0.160465,0.3488
0.942978,-0.282232,-0.18171,2.05395,0.106352,-0.0450537,0.177871,0.977252,0.194603,-0.126226,0.347743
0.952946,-0.282215,-0.182647,2.04911,0.0561298,-0.0370266,0.173383,0.982556,0.098036,-0.0923565,0.344793
0.963093,-0.281888,-0.183727,2.04443,0.00787583,-0.0329414,0.16943,0.98496,0.00436222,-0.0676122,0.340552
0.973248,-0.281673,-0.184621,2.04049,-0.033703,-0.0327247,0.165619,0.98507,-0.0774266,-0.0533339,0.335209
0.982881,-0.281855,-0.185177,2.03669,-0.0650503,-0.0347849,0.162553,0.983938,-0.139932,-0.0473218,0.330773
0.99291,-0.28209,-0.18553,2.03326,-0.08285,-0.0390686,0.160422,0.982789,-0.17652,-0.0502315,0.328055
1.00297,-0.28248,-0.1858,2.03026,-0.0850874,-0.0444719,0.159248,0.982559,-0.182716,-0.0603292,0.326883
1.01285,-0.282999,-0.185801,2.02756,-0.071244,-0.0503507,0.159302,0.983368,-0.157264,-0.0764021,0.327226
1.0229,-0.283356,-0.186012,2.02506,-0.0432001,-0.0561098,0.161239,0.984372,-0.103814,-0.0966853,0.329742
1.03285,-0.341371,-0.169225,2.08542,0.376317,0.150988,0.359708,0.840356,0.834871,-0.0169613,0.801367
1.04285,-0.344541,-0.174168,2.09091,0.591753,0.254353,0.433571,0.630197,1.3964,-0.193759,1.04249
1.0529,-0.289192,-0.187557,2.02875,0.418906,0.117367,0.344769,0.831792,0.896655,-0.0937386,0.740756
1.0629,-0.28697,-0.18905,2.02291,0.310752,0.0365587,0.277233,0.908427,0.628791,-0.106078,0.557879
1.07276,-0.287471,-0.190027,2.02085,0.250897,-0.00765825,0.234981,0.939029,0.49127,-0.132683,0.457096
1.08282,-0.288767,-0.191522,2.01887,0.21509,-0.0268163,0.210017,0.953368,0.414693,-0.141953,0.403742
1.09283,-0.289667,-0.192976,2.01831,0.187653,-0.0357942,0.196555,0.961702,0.358044,-0.143103,0.377273
1.10293,-0.290331,-0.194608,2.01885,0.157479,-0.0407847,0.190542,0.968107,0.296533,-0.139432,0.367812
1.11284,-0.29195,-0.196694,2.01858,0.118857,-0.0391843,0.18748,0.974263,0.220284,-0.121215,0.366795
1.12295,-0.293043,-0.198605,2.01911,0.0729944,-0.038123,0.186811,0.978938,0.129707,-0.10209,0.37049
1.13293,-0.293915,-0.200394,2.0199,0.0233366,-0.0388492,0.187022,0.98131,0.0313882,-0.0850778,0.375315
1.14296,-0.295004,-0.202158,2.02062,-0.0255961,-0.0400131,0.187501,0.981115,-0.0654326,-0.0689711,0.379924
1.15289,-0.29613,-0.204154,2.02157,-0.0705031,-0.0417782,0.187714,0.978799,-0.154552,-0.0553443,0.383246
1.16294,-0.297306,-0.205862,2.02145,-0.104831,-0.0432382,0.187443,0.975708,-0.222842,-0.0450913,0.384641
1.17283,-0.298365,-0.207658,2.02399,-0.129792,-0.047074,0.187501,0.972513,-0.273757,-0.042901,0.386838
1.18296,-0.299648,-0.209342,2.02611,-0.139121,-0.0491487,0.186804,0.971254,-0.293055,-0.0435091,0.386447
1.19291,-0.30086,-0.211066,2.02831,-0.132056,-0.0511918,0.185657,0.972354,-0.279809,-0.0505401,0.384449
1.20299,-0.302118,-0.212666,2.03044,-0.109548,-0.0517583,0.184978,0.975245,-0.235415,-0.060463,0.382046
1.21298,-0.303042,-0.214042,2.03279,-0.0758343,-0.0527483,0.185067,0.978375,-0.169195,-0.0752173,0.380278
1.22301,-0.304347,-0.215691,2.03447,-0.0360358,-0.0493648,0.184697,0.980893,-0.0893605,-0.0836292,0.375972
1.23307,-0.305514,-0.217352,2.0361,0.00622385,-0.0439062,0.18367,0.981987,-0.00392042,-0.088633,0.369979
1.24294,-0.306261,-0.218792,2.0383,0.0467121,-0.0393582,0.183158,0.981184,0.077673,-0.0944872,0.365418
1.25312,-0.30757,-0.220532,2.04017,0.0804527,-0.0315184,0.181777,0.979536,0.147295,-0.0911217,0.360246
1.26305,-0.308576,-0.222135,2.04288,0.104642,-0.0246716,0.180899,0.977608,0.197685,-0.0862042,0.357392
1.27291,-0.309366,-0.223875,2.04633,0.116329,-0.019751,0.181124,0.976356,0.222555,-0.0807958,0.357817
1.28296,-0.310269,-0.225809,2.05028,0.113511,-0.0156339,0.182316,0.976541,0.218285,-0.071986,0.36125
1.29306,-0.310978,-0.227698,2.05497,0.0954045,-0.0134806,0.184607,0.978078,0.183014,-0.0616339,0.367443
1.30308,-0.311781,-0.229718,2.05973,0.0636363,-0.0121007,0.187316,0.980162,0.120643,-0.0475793,0.374786
1.31313,-0.312315,-0.23164,2.06451,0.0219846,-0.0119116,0.190281,0.981411,0.0386478,-0.0317521,0.382405
1.32308,-0.312875,-0.233313,2.06918,-0.0239802,-0.0117688,0.193312,0.980774,-0.0516163,-0.0138141,0.389571
1.33295,-0.313211,-0.234692,2.07405,-0.0687583,-0.0130829,0.196259,0.978051,-0.140091,0.00139734,0.395968
1.34293,-0.313611,-0.236632,2.07892,-0.109611,-0.0130906,0.197512,0.974065,-0.220526,0.0177979,0.398146
1.35296,-0.313907,-0.237998,2.08403,-0.140803,-0.0134915,0.198474,0.969845,-0.282329,0.0297268,0.399492
1.36284,-0.314333,-0.239482,2.08922,-0.159841,-0.012548,0.198271,0.966945,-0.319751,0.0391269,0.39818
1.3728,-0.314687,-0.240865,2.09473,-0.1641,-0.011477,0.197585,0.966385,-0.327837,0.0426778,0.396296
1.38289,-0.314927,-0.241819,2.10046,-0.151456,-0.0110442,0.196778,0.968616,-0.302566,0.0382209,0.395026
1.3929,-0.315265,-0.242809,2.10596,-0.125045,-0.0103598,0.195489,0.972646,-0.249998,0.0287407,0.393076
1.40296,-0.315294,-0.243688,2.11155,-0.0879734,-0.0115187,0.194064,0.976968,-0.177305,0.0116384,0.391139
1.41299,-0.315855,-0.245302,2.11644,-0.0450569,-0.0105287,0.190999,0.980499,-0.0925109,-0.00343507,0.384935
1.42292,-0.315783,-0.245825,2.12179,0.000961933,-0.0117108,0.188329,0.982036,-0.00252236,-0.0233654,0.378976
1.43288,-0.315838,-0.246866,2.12696,0.0441059,-0.0133032,0.185419,0.981579,0.0818186,-0.0424852,0.371658
1.44292,-0.316046,-0.248071,2.13226,0.0807627,-0.01493,0.182277,0.979811,0.15369,-0.0587333,0.363337
1.45282,-0.31597,-0.249184,2.13814,0.108193,-0.0181128,0.180002,0.97753,0.207049,-0.0744302,0.356462
1.4628,-0.315018,-0.250004,2.14559,0.125022,-0.0280276,0.179687,0.975344,0.237193,-0.0997682,0.352474
1.47279,-0.314866,-0.25135,2.15264,0.12785,-0.036884,0.180225,0.974583,0.239858,-0.118252,0.351453
1.48297,-0.315042,-0.253088,2.15946,0.115218,-0.0417457,0.18146,0.975733,0.21291,-0.123595,0.354522
1.49286,-0.314676,-0.254369,2.16674,0.0906752,-0.0465247,0.182714,0.97787,0.162297,-0.124446,0.359303
1.50299,-0.314374,-0.255857,2.17429,0.0567591,-0.0498793,0.183146,0.980178,0.0937959,-0.118851,0.363854
1.51297,-0.313953,-0.257608,2.1812,0.0168196,-0.0498119,0.182994,0.981707,0.0148744,-0.104145,0.367803
1.52296,-0.313748,-0.25941,2.18743,-0.0240732,-0.04368,0.181487,0.982128,-0.0633713,-0.0771372,0.367903
1.53294,-0.313103,-0.261264,2.19407,-0.0615522,-0.0348703,0.179864,0.981144,-0.13387,-0.0463001,0.365718
1.54288,-0.311982,-0.262288,2.20106,-0.0904277,-0.0263211,0.179426,0.979253,-0.187683,-0.0191012,0.364232
1.55283,-0.310907,-0.263738,2.20779,-0.109029,-0.0159911,0.178618,0.977728,-0.220709,0.00767947,0.360538
1.56288,-0.310751,-0.265918,2.21422,-0.116177,0.000646262,0.176303,0.977456,-0.22909,0.0422406,0.35204
1.57292,-0.309845,-0.267455,2.22121,-0.109717,0.0143673,0.174355,0.978446,-0.211735,0.0664232,0.345628
1.58293,-0.309002,-0.269087,2.22827,-0.0915232,0.0242296,0.170999,0.980712,-0.17262,0.0789071,0.338423
1.59283,-0.308141,-0.270457,2.23533,-0.0647187,0.029163,0.16701,0.983396,-0.118191,0.0790573,0.33177
1.60295,-0.307065,-0.271951,2.24276,-0.0335537,0.0278114,0.162054,0.985819,-0.057297,0.0657564,0.323971
1.61293,-0.30625,-0.273581,2.24996,-0.00221062,0.02268,0.156534,0.98741,0.00273762,0.0454967,0.314505
1.6229,-0.3051,-0.274914,2.25742,0.0261011,0.0127988,0.151938,0.987962,0.0554999,0.0173589,0.30567
1.63296,-0.304054,-0.276074,2.26519,0.0483022,-0.000378292,0.148246,0.98777,0.0954665,-0.0150691,0.29722
1.64296,-0.302639,-0.277321,2.27387,0.0614094,-0.0187416,0.146,0.987199,0.116211,-0.0549627,0.29046
1.65292,-0.301737,-0.278767,2.28203,0.0629823,-0.0354303,0.144715,0.986831,0.114749,-0.0882711,0.286144
1.66294,-0.300263,-0.279976,2.29116,0.0535511,-0.0536442,0.144415,0.98661,0.0909704,-0.121619,0.285144
1.67298,-0.299015,-0.28129,2.2996,0.0355647,-0.0672791,0.143558,0.986712,0.0514181,-0.143473,0.285259
1.68297,-0.297945,-0.282734,2.30764,0.0118985,-0.0744214,0.140728,0.987176,0.00257473,-0.150854,0.283009
1.69329,-0.296808,-0.284156,2.31536,-0.0139739,-0.0751745,0.136515,0.987683,-0.0486593,-0.145191,0.278234
1.70301,-0.295147,-0.28559,2.32311,-0.0388659,-0.0717268,0.132685,0.987795,-0.0968064,-0.13177,0.273443
1.71297,-0.293954,-0.287234,2.33007,-0.0599266,-0.0612823,0.128358,0.988017,-0.135318,-0.10591,0.265566
1.7229,-0.292342,-0.288563,2.33746,-0.0745432,-0.0494184,0.126146,0.987972,-0.160954,-0.0789231,0.260358
1.73296,-0.290943,-0.290055,2.34435,-0.0811946,-0.0361164,0.125205,0.988143,-0.170555,-0.0510667,0.256438
1.74287,-0.289464,-0.291516,2.3511,-0.0792278,-0.0262584,0.125374,0.988592,-0.164051,-0.0320571,0.25493
1.75288,-0.288317,-0.293251,2.35822,-0.0682077,-0.0181045,0.124737,0.989677,-0.140005,-0.0188202,0.252074
1.76294,-0.28702,-0.2948,2.36512,-0.0509376,-0.0153155,0.122847,0.990999,-0.10493,-0.0178411,0.247604
1.77295,-0.28593,-0.296255,2.37156,-0.0302945,-0.0168977,0.120935,0.992054,-0.0642609,-0.0262025,0.243453
1.78293,-0.284603,-0.297647,2.37834,-0.00923827,-0.0244874,0.119296,0.992514,-0.0242092,-0.0464207,0.239807
1.79294,-0.283402,-0.299016,2.38533,0.00878683,-0.0367925,0.118329,0.992254,0.00875509,-0.0751653,0.237056
1.803,-0.282422,-0.300425,2.39169,0.0213368,-0.0495487,0.118102,0.991535,0.0307783,-0.103483,0.235509
1.81293,-0.281552,-0.30176,2.39829,0.0261421,-0.0624592,0.11859,0.990632,0.0373053,-0.130317,0.235854
1.82294,-0.280455,-0.30296,2.40519,0.0226847,-0.0751948,0.119865,0.989679,0.0272037,-0.154894,0.238944
1.83295,-0.279615,-0.304247,2.41166,0.0118274,-0.0838232,0.119905,0.98917,0.00334488,-0.169477,0.240974
1.84288,-0.278581,-0.305851,2.4179,-0.00347848,-0.0880953,0.117697,0.989128,-0.0280473,-0.174338,0.239319
1.85286,-0.277291,-0.306999,2.42407,-0.0204536,-0.0888189,0.115281,0.989143,-0.0618917,-0.171838,0.237377
1.86292,-0.276223,-0.308371,2.4294,-0.0372382,-0.0820305,0.112434,0.989567,-0.0933932,-0.154591,0.233507
1.87293,-0.275272,-0.309735,2.43413,-0.0510352,-0.0694642,0.109745,0.990215,-0.117529,-0.126706,0.228223
1.88288,-0.274889,-0.311647,2.42961,-0.052293,-0.0340218,0.108624,0.992123,-0.11156,-0.0561767,0.221241
1.89291,-0.274183,-0.312993,2.43374,-0.0510038,-0.00736625,0.109004,0.992705,-0.103052,-0.00350582,0.218914
1.90283,-0.273173,-0.314214,2.4383,-0.0445076,0.0104089,0.109886,0.992893,-0.0862418,0.0304561,0.219134
1.9128,-0.272311,-0.315502,2.44267,-0.0339115,0.0213351,0.109743,0.993152,-0.062795,0.0498418,0.218541
1.92287,-0.271448,-0.31678,2.44694,-0.0204843,0.0250424,0.108378,0.993583,-0.0353369,0.05423,0.216338
1.93289,-0.270621,-0.317981,2.45047,-0.00718316,0.024064,0.107064,0.993935,-0.00913767,0.0493944,0.214382
1.94285,-0.317855,-0.290364,2.52768,0.413778,0.196435,0.269636,0.847053,0.947243,0.109863,0.672711
1.95288,-0.320119,-0.291643,2.53275,0.614138,0.274044,0.339851,0.657446,1.47503,-0.0571239,0.902292
1.96295,-0.320688,-0.292821,2.53493,0.703696,0.309614,0.369832,0.521705,1.75763,-0.19875,0.993853
1.97294,-0.26879,-0.321025,2.47836,0.454879,0.165645,0.298853,0.822395,1.01067,0.000567973,0.697428
1.98313,-0.26525,-0.323433,2.47817,0.264357,0.066624,0.232671,0.933564,0.552235,0.00137921,0.488897
1.99294,-0.26512,-0.324919,2.47132,0.146681,0.0335653,0.185116,0.971128,0.301902,0.0108865,0.378376
2.00302,-0.26421,-0.326205,2.47267,0.073232,0.0187285,0.154815,0.985047,0.150657,0.0142226,0.312854
2.01298,-0.26349,-0.32746,2.47462,0.0288639,0.0183989,0.136217,0.990087,0.0622336,0.0285734,0.274335
2.02301,-0.262738,-0.328593,2.47613,0.00517954,0.027123,0.125309,0.991733,0.0170954,0.0525237,0.251824
2.03298,-0.261845,-0.329724,2.47755,-0.00288342,0.0392365,0.118815,0.992137,0.00361344,0.0786222,0.23852
2.043,-0.261057,-0.330968,2.47874,-0.000328157,0.0525821,0.113834,0.992107,0.0113826,0.1046,0.229075
2.05304,-0.260174,-0.332019,2.47968,0.00962034,0.0646665,0.108952,0.991895,0.0334494,0.126526,0.220926
2.06292,-0.258984,-0.333463,2.48104,0.0220917,0.0724354,0.103618,0.99173,0.0594417,0.139547,0.212364
2.07291,-0.257762,-0.334743,2.48229,0.033926,0.076104,0.0986476,0.991628,0.0832648,0.144745,0.204349
2.08298,-0.256544,-0.335655,2.48337,0.042199,0.0767491,0.0949157,0.991625,0.0994622,0.144706,0.198068
2.09305,-0.25491,-0.336833,2.48483,0.0439526,0.0733948,0.0927426,0.992008,0.101959,0.137901,0.193485
2.10298,-0.253167,-0.338261,2.48636,0.0369303,0.0685206,0.0926085,0.992655,0.0868453,0.129557,0.191686
2.11301,-0.251352,-0.339539,2.48782,0.0212102,0.0636552,0.093352,0.99337,0.0544607,0.122815,0.190749
2.12297,-0.249486,-0.341085,2.48922,-0.00204975,0.0598121,0.0936184,0.993808,0.00717619,0.119552,0.188279
2.13294,-0.24754,-0.342349,2.49012,-0.0293982,0.0580506,0.0935193,0.993489,-0.0479253,0.12114,0.184804
2.14295,-0.245579,-0.343475,2.49064,-0.058087,0.0590148,0.0931747,0.9922,-0.105329,0.128285,0.180493
2.15287,-0.24359,-0.344457,2.49084,-0.0847194,0.062556,0.0926717,0.990112,-0.158374,0.140034,0.17552
2.16291,-0.241416,-0.345186,2.49097,-0.105555,0.0666517,0.0924833,0.987858,-0.199828,0.151791,0.17145
2.17291,-0.239262,-0.345669,2.49107,-0.118074,0.0709341,0.0925433,0.986135,-0.22456,0.162469,0.168782
2.18284,-0.236876,-0.345874,2.49123,-0.119867,0.0729053,0.0936024,0.985675,-0.227755,0.166936,0.170221
2.19288,-0.23456,-0.345889,2.49127,-0.111109,0.0720141,0.0945184,0.986679,-0.209975,0.163845,0.173703
2.20298,-0.232129,-0.345741,2.49108,-0.0934951,0.0674485,0.0949594,0.988783,-0.174974,0.151722,0.178153
2.21307,-0.22954,-0.34552,2.49072,-0.0696511,0.0588207,0.0953062,0.991265,-0.128309,0.130258,0.183323
2.22291,-0.22713,-0.345014,2.48987,-0.0434291,0.0481965,0.0960953,0.993256,-0.0775076,0.104279,0.188848
2.23282,-0.224472,-0.344457,2.48937,-0.0176074,0.0339845,0.097142,0.994534,-0.0284954,0.0710782,0.193721
