time,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
1.34558,-0.0132678,-0.0013873,1.50675,0.0161679,0.00849849,0.0024324,0.99983,0.0322992,0.0170736,0.00458985
1.35563,-0.0131722,-0.00121622,1.50684,0.0162259,0.00850712,0.00242911,0.999829,0.0324154,0.017091,0.004582
1.36555,-0.0130773,-0.00102836,1.50692,0.0162788,0.00850444,0.0024344,0.999828,0.0325211,0.017086,0.00459177
1.37561,-0.012968,-0.000827593,1.50699,0.0163828,0.00849558,0.0024387,0.999827,0.032729,0.0170689,0.00459887
1.38562,-0.0128557,-0.000625091,1.50704,0.0165099,0.00848556,0.00245934,0.999825,0.0329831,0.0170502,0.00463832
1.39555,-0.0127356,-0.000409069,1.50708,0.0166448,0.00847544,0.00247995,0.999822,0.0332527,0.0170313,0.00467757
1.40554,-0.012603,-0.000176695,1.50711,0.0167744,0.00845117,0.00249922,0.99982,0.0335117,0.016984,0.00471472
1.41555,-0.0124619,6.24679e-05,1.50713,0.016901,0.00841013,0.00251925,0.999819,0.0337648,0.0169032,0.00475401
1.42548,-0.0122896,0.000331109,1.50717,0.0170511,0.00834097,0.00251658,0.999817,0.0340653,0.0167655,0.00474849
1.43547,-0.0121192,0.000594508,1.50719,0.0172013,0.00826096,0.00251569,0.999815,0.0343662,0.0166062,0.00474693
1.4455,-0.011948,0.000849267,1.50718,0.0173644,0.00816261,0.00251371,0.999813,0.0346929,0.0164102,0.00474365
1.45553,-0.0117891,0.00109467,1.50715,0.0175369,0.00808518,0.00250069,0.99981,0.0350384,0.0162557,0.00471749
1.46556,-0.0116233,0.00131119,1.50709,0.0177334,0.00795464,0.00249296,0.999808,0.0354322,0.0159953,0.00470345
1.47563,-0.011506,0.00153446,1.50699,0.0179355,0.00790009,0.00245558,0.999805,0.0358373,0.0158859,0.00462742
1.48548,-0.0113476,0.00173083,1.5069,0.0181551,0.00774603,0.00244097,0.999802,0.0362776,0.0155783,0.00460028
1.49571,-0.0111905,0.00192058,1.50679,0.0183969,0.00753751,0.00243688,0.999799,0.0367622,0.0151622,0.004596
1.50549,-0.0110632,0.00209288,1.50663,0.0186222,0.00733296,0.00245716,0.999797,0.0372135,0.014755,0.00464072
1.51546,-0.0109364,0.00226715,1.50646,0.0188622,0.0071204,0.00247726,0.999794,0.0376942,0.0143318,0.00468539
1.52546,-0.0108066,0.00243405,1.50628,0.0190995,0.00690751,0.002498,0.999791,0.0381694,0.013908,0.00473157
1.53571,-0.0106855,0.00259621,1.50608,0.0193233,0.00670917,0.00251461,0.999788,0.0386178,0.0135131,0.00476932
1.5455,-0.0105666,0.00274935,1.50587,0.0195328,0.00651973,0.00252958,0.999785,0.0390376,0.0131359,0.0048038
1.5555,-0.0104607,0.0028886,1.50565,0.0197235,0.00635412,0.00254091,0.999782,0.0394195,0.012806,0.00483047
1.5655,-0.0103643,0.00301653,1.50544,0.0199127,0.00618632,0.00255391,0.999779,0.0397986,0.0124719,0.00486072
1.57557,-0.0102595,0.00314885,1.50527,0.0201519,0.00601168,0.0025463,0.999776,0.040278,0.0121236,0.00484953
1.58548,-0.0101906,0.00324551,1.50506,0.0203672,0.00584292,0.00256186,0.999772,0.0407092,0.0117878,0.00488491
1.59554,-0.0101414,0.00333542,1.50486,0.0205985,0.00573047,0.00255899,0.999768,0.0411725,0.011564,0.00488106
1.60552,-0.0100895,0.00341525,1.50468,0.0208406,0.00562237,0.00255245,0.999764,0.0416574,0.0113487,0.00486967
1.61553,-0.0100353,0.00346855,1.5045,0.02109,0.00552975,0.00254494,0.999759,0.0421569,0.0111644,0.00485573
1.62558,-0.00996812,0.00352437,1.50437,0.0213645,0.0054473,0.00251709,0.999754,0.0427066,0.0109997,0.00480049
1.63552,-0.00992134,0.0035659,1.50426,0.0216144,0.00537752,0.00249471,0.999749,0.0432071,0.0108604,0.004756
1.64549,-0.00988672,0.00360845,1.50419,0.0218321,0.0052987,0.00247719,0.999745,0.0436432,0.0107031,0.00472205
1.65546,-0.00985363,0.00361328,1.50411,0.0220308,0.00523593,0.00245539,0.999741,0.0440412,0.0105775,0.00467908
1.66571,-0.00983174,0.00363497,1.50409,0.0221866,0.00516292,0.00243563,0.999738,0.0443533,0.0104314,0.00464116
1.67546,-0.00980429,0.00365257,1.50409,0.022346,0.0050839,0.00239906,0.999735,0.044673,0.0102725,0.00456989
1.68545,-0.00977564,0.00362225,1.50407,0.0225221,0.0049537,0.00238188,0.999731,0.045026,0.0100122,0.00453958
1.69559,-0.00976615,0.0035854,1.50406,0.0226952,0.0048258,0.00236515,0.999728,0.045373,0.00975649,0.00451019
1.70552,-0.00977244,0.00355389,1.50409,0.0228556,0.0047013,0.00235298,0.999725,0.0456945,0.00950771,0.00448998
1.71549,-0.00978224,0.00350873,1.50413,0.023003,0.00457854,0.00233674,0.999722,0.0459901,0.00926217,0.00446175
1.72554,-0.00979328,0.00346662,1.50419,0.023117,0.00446648,0.00232627,0.99972,0.0462186,0.00903815,0.00444494
1.73569,-0.00981201,0.00340941,1.50424,0.0232214,0.00436159,0.00231422,0.999718,0.046428,0.00882831,0.00442475
1.74558,-0.00983735,0.00335381,1.50429,0.0233092,0.00427345,0.00230799,0.999717,0.0466041,0.00865218,0.00441563
1.75568,-0.00986983,0.00329179,1.50434,0.0233836,0.00419347,0.00232048,0.999715,0.0467532,0.00849317,0.00444369
1.76566,-0.00989893,0.00323508,1.50439,0.0234557,0.00412442,0.00233161,0.999714,0.0468975,0.00835595,0.00446858
1.77574,-0.00992423,0.00318579,1.50443,0.0235214,0.00407698,0.00234183,0.999712,0.0470291,0.00826188,0.00449069
1.7857,-0.00994943,0.00313785,1.50448,0.0235843,0.00404373,0.00235048,0.999711,0.0471551,0.00819609,0.00450903
1.79558,-0.00998727,0.00306503,1.50455,0.0236349,0.0040134,0.00236006,0.99971,0.0472562,0.00813612,0.0045292
