time,x,y,z,qx,qy,qz,qw
0.00038181400000000001,0.11327176541090012,-0.10690560191869736,1.1928730010986328,-0.0042011518962681293,-0.015593497082591057,0.98551726341247559,0.1688043475151062
0.00046337800000000002,0.11388406157493591,-0.10812421888113022,1.1934108734130859,-0.0063414778560400009,-0.012673124670982361,0.98556715250015259,0.16869066655635834
0.00056051199999999999,0.114035464823246,-0.10844283550977707,1.1933780908584595,-0.0069679850712418556,-0.011191593483090401,0.98553931713104248,0.16893313825130463
0.00059635600000000003,0.11446361243724823,-0.10943147540092468,1.1930489540100098,-0.0081864483654499054,-0.0075213415548205376,0.98552989959716797,0.16913653910160065
0.000632443,0.11462995409965515,-0.10969995707273483,1.1927884817123413,-0.0086110485717654228,-0.0075804260559380054,0.98553937673568726,0.16905772686004639
0.002804618,0.11476567387580872,-0.10997094213962555,1.1925472021102905,-0.009043792262673378,-0.0080635016784071922,0.98556482791900635,0.16886433959007263
0.012791334999999999,0.11491540819406509,-0.1102554053068161,1.1923621892929077,-0.0092582469806075096,-0.0088243959471583366,0.98556816577911377,0.1687951534986496
0.022736727000000002,0.1150330975651741,-0.11052195727825165,1.192017674446106,-0.0098210107535123825,-0.0097276000306010246,0.98555666208267212,0.16878101229667664
0.032833240999999999,0.11511596292257309,-0.1108197495341301,1.1917730569839478,-0.010037987492978573,-0.010216107591986656,0.98553073406219482,0.16889062523841858
0.042704680000000002,0.11521060019731522,-0.11110296845436096,1.1914578676223755,-0.010384184308350086,-0.010619418695569038,0.98552602529525757,0.16887214779853821
0.05264108,0.11530832946300507,-0.11138554662466049,1.1910808086395264,-0.010852383449673653,-0.010654954239726067,0.98552221059799194,0.16886293888092041
0.062785240000000006,0.11544310301542282,-0.11162514239549637,1.1906006336212158,-0.011458775959908962,-0.010759794153273106,0.98550128936767578,0.16893824934959412
0.072771742,0.11555872112512589,-0.11187857389450073,1.1900440454483032,-0.012107936665415764,-0.010526717640459538,0.98547053337097168,0.16908703744411469
0.082655377000000002,0.11563010513782501,-0.11215829104185104,1.1895537376403809,-0.012474418617784977,-0.0098694320768117905,0.98543941974639893,0.16928105056285858
0.092672110000000002,0.11568296700716019,-0.11243915557861328,1.1891069412231445,-0.012526783160865307,-0.0090750064700841904,0.98541384935379028,0.16947068274021149
0.10293717500000001,0.11572440713644028,-0.11271914094686508,1.1887130737304688,-0.01232514064759016,-0.0082692056894302368,0.98540782928466797,0.16956144571304321
0.11281506199999999,0.11576919257640839,-0.11297490447759628,1.1883614063262939,-0.012007829733192921,-0.0076847271993756294,0.9854235053062439,0.16952082514762878
0.122768066,0.11580520868301392,-0.11322283744812012,1.1880383491516113,-0.01167173869907856,-0.007293525617569685,0.98544055223464966,0.16946253180503845
0.132662273,0.11577580124139786,-0.11350438743829727,1.1878660917282104,-0.010911578312516212,-0.0065562776289880276,0.98544806241989136,0.16949935257434845
0.14267121699999999,0.11579710245132446,-0.11371417343616486,1.1876721382141113,-0.010373414494097233,-0.0063579636625945568,0.98544442653656006,0.16956205666065216
0.15300932,0.11581625044345856,-0.11392241716384888,1.1875296831130981,-0.0098642520606517792,-0.006442205049097538,0.9854162335395813,0.16975273191928864
0.162858054,0.11583556234836578,-0.11412839591503143,1.1874375343322754,-0.0093715069815516472,-0.0067513361573219299,0.98538482189178467,0.16995088756084442
0.173097166,0.11586162447929382,-0.1143558993935585,1.1875141859054565,-0.0086342478170990944,-0.0069265183992683887,0.98536431789398193,0.17010192573070526
0.18294855400000001,0.11586754769086838,-0.11455157399177551,1.187505841255188,-0.0084716714918613434,-0.0071070371195673943,0.98533058166503906,0.17029783129692078
0.19264183500000001,0.11591233313083649,-0.11472461372613907,1.1876037120819092,-0.008435908704996109,-0.0072659994475543499,0.98526531457901001,0.17067009210586548
0.20302854300000001,0.11591938883066177,-0.11490301042795181,1.1876816749572754,-0.008874150924384594,-0.007132270373404026,0.98522382974624634,0.17089295387268066
0.21270335600000001,0.11591830849647522,-0.11511148512363434,1.1878843307495117,-0.0094614773988723755,-0.0063377600163221359,0.98520785570144653,0.17098484933376312
0.22269329299999999,0.11592049151659012,-0.11530306190252304,1.1881103515625,-0.010249546729028225,-0.005305298138409853,0.98515814542770386,0.17126061022281647
0.232740961,0.11596642434597015,-0.11544522643089294,1.1882897615432739,-0.011425533331930637,-0.0046136989258229733,0.98510783910751343,0.17149539291858673
0.242723299,0.11598256975412369,-0.11558862775564194,1.1885755062103271,-0.012372266501188278,-0.0038167121820151806,0.98506444692611694,0.17169865965843201
0.25280208300000001,0.11596371978521347,-0.11572152376174927,1.1889160871505737,-0.013117517344653606,-0.0030756546184420586,0.98505407571792603,0.17171759903430939
0.26269949799999998,0.11592352390289307,-0.11584537476301193,1.189411997795105,-0.013375098817050457,-0.0022367830388247967,0.98506283760070801,0.17166046798229218
0.272622015,0.11593297868967056,-0.11590861529111862,1.1897704601287842,-0.013971406035125256,-0.002083334606140852,0.9850890040397644,0.17146457731723785
0.28282485400000001,0.11581712961196899,-0.11603984981775284,1.1902353763580322,-0.014073616825044155,-0.001248786342330277,0.98509776592254639,0.17141395807266235
0.29255372600000001,0.11572974920272827,-0.11611128598451614,1.1906751394271851,-0.014191567897796631,-0.00081017811316996813,0.98510783910751343,0.17134909331798553
0.302601391,0.11565648764371872,-0.11617761850357056,1.1911041736602783,-0.014286022633314133,-0.00068091816501691937,0.98511552810668945,0.17129746079444885
0.31263174999999999,0.11556588113307953,-0.11620455980300903,1.19148850440979,-0.014325712807476521,-0.0008181725861504674,0.98512470722198486,0.17124088108539581
0.32286267299999999,0.11545650660991669,-0.11620884388685226,1.1918236017227173,-0.014306321740150452,-0.0011142360744997859,0.98513615131378174,0.17117483913898468
0.33260110500000001,0.11534000188112259,-0.11620058119297028,1.1920945644378662,-0.014461122453212738,-0.0014891917817294598,0.98514646291732788,0.17109985649585724
0.34294405500000003,0.11520007252693176,-0.11620253324508667,1.1923307180404663,-0.014521209523081779,-0.0017165489261969924,0.98514705896377563,0.17108894884586334
0.352680471,0.11508118361234665,-0.11616404354572296,1.1924593448638916,-0.014709293842315674,-0.0020267893560230732,0.98510313034057617,0.17132242023944855
0.36269116499999998,0.1149570420384407,-0.1161433532834053,1.1926299333572388,-0.014451843686401844,-0.0020125468727201223,0.98502784967422485,0.17177662253379822
0.37273698100000002,0.11485173553228378,-0.11606506258249283,1.1927371025085449,-0.013963780365884304,-0.0024594021961092949,0.98495638370513916,0.17222057282924652
0.38267537299999999,0.11469699442386627,-0.11599816381931305,1.1929200887680054,-0.012927643954753876,-0.0027126972563564777,0.98493474721908569,0.17242118716239929
0.39280267699999999,0.11452922970056534,-0.11592715978622437,1.1931430101394653,-0.011840387247502804,-0.0026946172583848238,0.98496788740158081,0.17231003940105438
0.40267018500000001,0.11433027684688568,-0.11585848778486252,1.1933774948120117,-0.01104589831084013,-0.0022933995351195335,0.98503071069717407,0.17200951278209686
0.41278682500000002,0.11409570276737213,-0.11580441892147064,1.1937172412872314,-0.010410351678729057,-0.0012612701393663883,0.98507511615753174,0.17180535197257996
0.422839823,0.11384501308202744,-0.11574523895978928,1.1939597129821777,-0.010433495044708252,-0.00019681814592331648,0.98516416549682617,0.17129698395729065
0.432657346,0.11368995159864426,-0.11559204012155533,1.1944283246994019,-0.010305340401828289,0.00041401179623790085,0.98516398668289185,0.17130535840988159
0.44261542700000001,0.11352074146270752,-0.11539400368928909,1.1948655843734741,-0.010326627641916275,0.00039335625478997827,0.98517554998397827,0.1712377518415451
0.452679626,0.11328946053981781,-0.11524931341409683,1.1953929662704468,-0.010049060918390751,0.00020962442795280367,0.98519933223724365,0.17111749947071075
0.46273080100000002,0.11306674778461456,-0.11505472660064697,1.1959120035171509,-0.0096883410587906837,-0.00050362548790872097,0.98523300886154175,0.17094390094280243
0.47290035200000002,0.11294344067573547,-0.11476735770702362,1.1962658166885376,-0.0098196826875209808,-0.0023465310223400593,0.98526912927627563,0.17071263492107391
0.48274052299999998,0.11279579252004623,-0.11451543122529984,1.1966871023178101,-0.0097371358424425125,-0.0041259145364165306,0.98529869318008423,0.17051275074481964
0.49270563699999997,0.1125171110033989,-0.11434625834226608,1.1972191333770752,-0.0091003580018877983,-0.0050457986071705818,0.98533153533935547,0.17033354938030243
0.50278596499999995,0.11227580159902573,-0.11413190513849258,1.1976120471954346,-0.0087575549259781837,-0.0058942725881934166,0.9853825569152832,0.17002859711647034
0.51266630400000002,0.11204149574041367,-0.11390279233455658,1.1978894472122192,-0.0088905878365039825,-0.0064866850152611732,0.98544114828109741,0.16966038942337036
0.52286462499999997,0.11181867867708206,-0.11367534846067429,1.1980552673339844,-0.0094019956886768341,-0.0066913515329360962,0.98548907041549683,0.16934613883495331
0.53280390099999997,0.11159886419773102,-0.11345901340246201,1.198123574256897,-0.010072608478367329,-0.0064810756593942642,0.98552072048187256,0.1691315770149231
